,Image_names,cell_type,xmin,xmax,ymin,ymax
2035,27.jpg,RBC,173,282,362,460
2036,27.jpg,RBC,86,195,358,456
2037,27.jpg,RBC,253,350,151,245
2038,27.jpg,RBC,497,608,196,294
2039,27.jpg,RBC,317,426,351,471
2040,27.jpg,RBC,202,329,280,394
2041,27.jpg,RBC,295,422,202,316
2042,27.jpg,RBC,436,574,94,210
2043,27.jpg,RBC,294,407,78,194
2044,27.jpg,Platelets,146,186,269,304
2045,27.jpg,Platelets,282,322,425,460
2046,270.jpg,RBC,499,603,79,185
2047,270.jpg,RBC,340,436,100,194
2048,270.jpg,RBC,258,366,255,356
2049,270.jpg,RBC,356,465,166,289
2050,270.jpg,RBC,78,177,265,354
2051,270.jpg,RBC,260,356,178,268
2052,270.jpg,RBC,544,640,324,443
2053,270.jpg,RBC,500,589,195,274
2054,270.jpg,Platelets,192,238,220,259
2055,270.jpg,WBC,75,340,11,226
2056,271.jpg,Platelets,83,140,298,340
2057,271.jpg,Platelets,349,391,327,365
2058,271.jpg,WBC,245,383,352,480
2059,271.jpg,RBC,270,372,118,210
2060,271.jpg,RBC,314,416,87,179
2061,271.jpg,RBC,161,287,283,383
2062,272.jpg,RBC,507,613,337,455
2063,272.jpg,RBC,562,640,278,373
2064,272.jpg,RBC,503,618,181,295
2065,272.jpg,RBC,129,229,204,308
2066,272.jpg,RBC,321,405,353,459
2067,272.jpg,RBC,355,455,355,459
2068,272.jpg,RBC,74,190,24,145
2069,272.jpg,RBC,463,577,1,77
2070,272.jpg,RBC,75,175,366,470
2071,272.jpg,RBC,141,233,344,425
2072,272.jpg,RBC,348,446,250,350
2073,272.jpg,WBC,183,380,60,264
2074,272.jpg,Platelets,526,558,123,164
2075,273.jpg,RBC,37,137,402,480
2076,273.jpg,RBC,35,141,46,147
2077,273.jpg,RBC,98,194,125,248
2078,273.jpg,RBC,184,259,184,308
2079,273.jpg,RBC,191,297,66,167
2080,273.jpg,RBC,284,408,83,182
2081,273.jpg,RBC,265,390,1,93
2082,273.jpg,RBC,261,398,191,315
2083,273.jpg,RBC,449,546,67,161
2084,273.jpg,RBC,515,612,259,353
2085,273.jpg,RBC,251,356,379,477
2086,273.jpg,RBC,388,494,347,454
2087,273.jpg,RBC,543,634,92,180
2088,273.jpg,WBC,1,122,217,408
2089,274.jpg,RBC,227,329,265,359
2090,274.jpg,RBC,48,159,211,306
2091,274.jpg,RBC,136,271,167,282
2092,274.jpg,RBC,388,500,275,386
2093,274.jpg,RBC,491,606,286,387
2094,274.jpg,RBC,342,448,92,188
2095,274.jpg,RBC,427,533,78,174
2096,274.jpg,RBC,425,531,170,266
2097,274.jpg,RBC,123,229,78,174
2098,274.jpg,RBC,30,138,61,166
2099,274.jpg,RBC,555,640,31,129
2100,274.jpg,RBC,247,346,386,475
2101,274.jpg,WBC,193,408,1,123
2102,274.jpg,Platelets,15,49,53,92
2103,274.jpg,Platelets,487,526,406,439
2104,275.jpg,RBC,18,124,350,456
2105,275.jpg,RBC,511,617,209,315
2106,275.jpg,RBC,518,624,317,423
2107,275.jpg,RBC,385,491,43,149
2108,275.jpg,RBC,303,409,64,170
2109,275.jpg,RBC,90,196,147,253
2110,275.jpg,WBC,188,387,165,366
2111,275.jpg,Platelets,513,549,298,330
2112,276.jpg,RBC,97,219,59,157
2113,276.jpg,RBC,213,319,38,140
2114,276.jpg,RBC,114,225,254,358
2115,276.jpg,RBC,528,635,209,301
2116,276.jpg,RBC,309,416,95,187
2117,276.jpg,RBC,343,443,93,173
2118,276.jpg,RBC,444,544,55,135
2119,276.jpg,RBC,2,131,187,312
2120,276.jpg,RBC,96,201,362,467
2121,276.jpg,RBC,423,520,309,398
2122,276.jpg,RBC,491,613,368,480
2123,276.jpg,RBC,181,299,134,231
2124,276.jpg,RBC,289,401,353,452
2125,276.jpg,RBC,1,83,24,135
2126,276.jpg,WBC,270,416,192,326
2127,276.jpg,Platelets,81,126,168,204
2128,277.jpg,RBC,143,243,95,213
2129,277.jpg,RBC,173,265,194,304
2130,277.jpg,RBC,71,166,11,113
2131,277.jpg,RBC,431,526,32,134
2132,277.jpg,RBC,490,585,32,134
2133,277.jpg,RBC,440,535,144,246
2134,277.jpg,RBC,527,622,161,263
2135,277.jpg,RBC,417,524,246,354
2136,277.jpg,RBC,378,485,302,410
2137,277.jpg,RBC,46,137,207,309
2138,277.jpg,RBC,54,165,360,466
2139,277.jpg,RBC,512,614,327,419
2140,277.jpg,WBC,221,415,36,225
2141,277.jpg,Platelets,351,382,317,349
2142,277.jpg,Platelets,37,72,166,203
2143,278.jpg,RBC,74,179,301,404
2144,278.jpg,RBC,204,283,332,402
2145,278.jpg,RBC,1,69,259,369
2146,278.jpg,RBC,215,308,134,215
2147,278.jpg,RBC,364,472,1,83
2148,278.jpg,RBC,108,210,77,184
2149,278.jpg,RBC,472,610,1,95
2150,278.jpg,RBC,506,606,359,462
2151,278.jpg,RBC,558,640,216,340
2152,278.jpg,RBC,225,313,404,480
2153,278.jpg,RBC,532,640,108,213
2154,278.jpg,RBC,137,262,1,98
2155,278.jpg,RBC,361,486,348,446
2156,278.jpg,Platelets,66,110,424,468
2157,278.jpg,WBC,337,492,185,372
2158,278.jpg,Platelets,51,100,176,211
2159,279.jpg,RBC,3,123,346,464
2160,279.jpg,RBC,165,285,153,271
2161,279.jpg,RBC,359,476,1,104
2162,279.jpg,RBC,270,387,93,197
2163,279.jpg,RBC,389,500,175,313
2164,279.jpg,RBC,559,640,51,168
2165,279.jpg,RBC,492,610,423,479
2166,279.jpg,RBC,31,151,177,295
2167,279.jpg,RBC,149,256,43,132
2168,279.jpg,RBC,246,353,433,480
2169,279.jpg,RBC,394,525,114,217
2170,279.jpg,RBC,469,577,211,329
2171,279.jpg,Platelets,295,325,338,369
2172,279.jpg,Platelets,79,115,48,90
2173,279.jpg,WBC,318,487,318,480
2174,280.jpg,RBC,287,394,293,395
2175,280.jpg,RBC,214,302,281,365
2176,280.jpg,RBC,44,131,49,173
2177,280.jpg,RBC,522,629,122,224
2178,280.jpg,RBC,161,270,163,267
2179,280.jpg,RBC,246,343,171,268
2180,280.jpg,RBC,305,404,178,270
2181,280.jpg,RBC,158,257,370,462
2182,280.jpg,RBC,1,70,195,296
2183,280.jpg,RBC,134,233,279,371
2184,280.jpg,RBC,437,531,119,223
2185,280.jpg,RBC,458,576,237,346
2186,280.jpg,RBC,419,537,331,440
2187,280.jpg,WBC,244,483,1,178
2188,282.jpg,RBC,112,221,140,242
2189,282.jpg,RBC,79,176,45,148
2190,282.jpg,RBC,1,112,254,366
2191,282.jpg,RBC,111,222,345,454
2192,282.jpg,RBC,120,238,258,363
2193,282.jpg,RBC,232,349,52,186
2194,282.jpg,RBC,413,531,121,226
2195,282.jpg,RBC,529,640,265,373
2196,282.jpg,RBC,1,126,1,100
2197,282.jpg,RBC,522,617,73,197
2198,282.jpg,WBC,216,471,152,387
2199,283.jpg,RBC,322,460,250,357
2200,283.jpg,RBC,1,119,234,342
2201,283.jpg,RBC,26,142,106,220
2202,283.jpg,RBC,4,114,1,93
2203,283.jpg,RBC,154,264,104,197
2204,283.jpg,RBC,132,237,204,297
2205,283.jpg,RBC,268,356,137,266
2206,283.jpg,RBC,277,381,377,477
2207,283.jpg,RBC,78,203,341,450
2208,283.jpg,RBC,537,640,202,315
2209,283.jpg,RBC,537,640,96,208
2210,283.jpg,RBC,423,526,311,423
2211,283.jpg,RBC,218,321,265,377
2212,283.jpg,RBC,500,624,1,60
2213,283.jpg,WBC,142,369,1,126
2214,284.jpg,RBC,381,494,274,367
2215,284.jpg,RBC,435,554,156,274
2216,284.jpg,RBC,347,455,96,204
2217,284.jpg,RBC,282,386,150,243
2218,284.jpg,RBC,343,447,1,93
2219,284.jpg,RBC,355,466,379,480
2220,284.jpg,RBC,220,330,407,480
2221,284.jpg,RBC,448,560,1,107
2222,284.jpg,RBC,547,640,334,442
2223,284.jpg,RBC,173,266,63,171
2224,284.jpg,RBC,54,147,73,181
2225,284.jpg,RBC,10,103,126,234
2226,284.jpg,WBC,28,255,223,407
2227,285.jpg,RBC,227,328,85,209
2228,285.jpg,RBC,225,326,83,207
2229,285.jpg,RBC,366,466,1,96
2230,285.jpg,RBC,343,443,136,232
2231,285.jpg,RBC,166,286,195,291
2232,285.jpg,RBC,98,221,297,418
2233,285.jpg,RBC,436,559,83,204
2234,285.jpg,RBC,457,563,283,394
2235,285.jpg,RBC,552,640,336,429
2236,285.jpg,RBC,1,94,250,371
2237,285.jpg,WBC,216,517,209,480
2238,286.jpg,RBC,16,107,152,252
2239,286.jpg,RBC,18,119,261,363
2240,286.jpg,RBC,40,137,369,479
2241,286.jpg,RBC,203,324,70,171
2242,286.jpg,RBC,87,208,113,214
2243,286.jpg,RBC,112,233,1,101
2244,286.jpg,RBC,340,461,50,151
2245,286.jpg,RBC,427,548,214,316
2246,286.jpg,RBC,424,545,314,416
2247,286.jpg,RBC,530,640,381,480
2248,286.jpg,RBC,455,583,101,225
2249,286.jpg,Platelets,115,154,245,279
2250,286.jpg,WBC,181,400,254,468
2251,288.jpg,RBC,185,321,297,404
2252,288.jpg,RBC,305,396,370,472
2253,288.jpg,RBC,477,582,354,459
2254,288.jpg,RBC,376,481,307,412
2255,288.jpg,RBC,392,497,208,313
2256,288.jpg,RBC,302,420,44,151
2257,288.jpg,RBC,185,303,108,231
2258,288.jpg,RBC,373,487,133,243
2259,288.jpg,RBC,177,298,1,109
2260,288.jpg,RBC,52,184,22,88
2261,288.jpg,RBC,530,640,65,147
2262,288.jpg,RBC,543,640,116,214
2263,288.jpg,RBC,501,596,1,67
2264,288.jpg,RBC,374,469,1,67
2265,288.jpg,WBC,1,192,163,366
2266,288.jpg,Platelets,161,205,320,364
2267,289.jpg,RBC,67,163,359,452
2268,289.jpg,RBC,339,435,387,480
2269,289.jpg,RBC,407,520,328,422
2270,289.jpg,RBC,444,544,229,321
2271,289.jpg,RBC,420,522,126,223
2272,289.jpg,RBC,352,440,202,302
2273,289.jpg,RBC,119,228,104,199
2274,289.jpg,RBC,287,402,74,188
2275,289.jpg,RBC,47,158,12,123
2276,289.jpg,RBC,185,308,1,111
2277,289.jpg,RBC,43,152,179,274
2278,289.jpg,RBC,1,109,218,313
2279,289.jpg,RBC,208,321,166,270
2280,289.jpg,RBC,479,594,21,135
2281,289.jpg,RBC,529,634,147,254
2282,289.jpg,RBC,525,630,373,480
2283,289.jpg,RBC,552,640,251,352
2284,289.jpg,RBC,305,407,1,79
2285,289.jpg,WBC,153,370,263,474
2286,29.jpg,WBC,255,430,1,160
2287,29.jpg,RBC,224,316,177,272
2288,29.jpg,RBC,328,431,290,391
2289,29.jpg,RBC,203,306,308,409
2290,29.jpg,RBC,1,107,281,404
2291,29.jpg,RBC,143,250,118,241
2292,29.jpg,RBC,1,70,98,217
2293,29.jpg,RBC,1,82,185,272
2294,29.jpg,RBC,89,171,243,330
2295,29.jpg,RBC,129,246,409,480
2296,29.jpg,RBC,166,269,221,322
2297,29.jpg,RBC,119,220,1,68
2298,29.jpg,RBC,192,272,1,60
2299,29.jpg,RBC,387,491,167,266
2300,29.jpg,RBC,441,505,195,267
2301,29.jpg,RBC,553,639,181,285
2302,29.jpg,RBC,534,620,228,332
2303,29.jpg,RBC,553,639,362,480
2304,29.jpg,RBC,553,640,1,104
2305,29.jpg,RBC,462,583,58,190
2306,29.jpg,RBC,385,501,75,181
2307,29.jpg,RBC,266,388,328,450
2308,290.jpg,RBC,180,273,281,386
2309,290.jpg,RBC,246,339,343,448
2310,290.jpg,RBC,432,551,257,361
2311,290.jpg,RBC,521,640,203,307
2312,290.jpg,RBC,535,640,101,206
2313,290.jpg,RBC,332,443,279,402
2314,290.jpg,RBC,162,280,1,102
2315,290.jpg,RBC,55,173,66,168
2316,290.jpg,RBC,140,258,163,265
2317,290.jpg,RBC,1,117,270,372
2318,290.jpg,WBC,251,482,55,288
2319,291.jpg,RBC,222,332,343,442
2320,291.jpg,RBC,329,439,360,459
2321,291.jpg,RBC,450,560,366,465
2322,291.jpg,RBC,524,640,259,373
2323,291.jpg,RBC,492,607,1,93
2324,291.jpg,RBC,342,458,100,217
2325,291.jpg,RBC,395,504,14,124
2326,291.jpg,RBC,1,66,331,446
2327,291.jpg,RBC,1,94,129,231
2328,291.jpg,RBC,395,489,185,287
2329,291.jpg,RBC,476,598,69,167
2330,291.jpg,WBC,126,387,113,295
2331,292.jpg,RBC,446,530,143,255
2332,292.jpg,RBC,444,528,287,399
2333,292.jpg,RBC,544,628,80,192
2334,292.jpg,RBC,445,543,1,113
2335,292.jpg,RBC,186,303,39,129
2336,292.jpg,RBC,71,183,369,463
2337,292.jpg,RBC,17,152,115,198
2338,292.jpg,RBC,336,436,102,214
2339,292.jpg,RBC,348,457,180,277
2340,292.jpg,WBC,185,441,213,436
2341,293.jpg,RBC,133,235,226,331
2342,293.jpg,RBC,281,383,240,345
2343,293.jpg,RBC,307,409,345,450
2344,293.jpg,RBC,199,294,312,409
2345,293.jpg,RBC,114,209,366,463
2346,293.jpg,RBC,148,243,131,228
2347,293.jpg,RBC,209,318,46,142
2348,293.jpg,RBC,244,353,146,242
2349,293.jpg,RBC,506,615,106,221
2350,293.jpg,RBC,508,617,354,469
2351,293.jpg,RBC,409,545,284,393
2352,293.jpg,RBC,44,153,78,193
2353,293.jpg,RBC,23,132,181,296
2354,293.jpg,WBC,314,537,1,130
2355,294.jpg,RBC,131,243,358,450
2356,294.jpg,RBC,279,398,64,171
2357,294.jpg,RBC,471,590,3,110
2358,294.jpg,RBC,544,640,88,191
2359,294.jpg,RBC,465,584,157,264
2360,294.jpg,RBC,69,147,307,438
2361,294.jpg,RBC,417,536,373,480
2362,294.jpg,RBC,396,515,265,372
2363,294.jpg,RBC,335,450,1,75
2364,294.jpg,RBC,40,159,31,138
2365,294.jpg,WBC,123,340,150,358
2366,295.jpg,RBC,463,558,73,188
2367,295.jpg,RBC,292,387,75,190
2368,295.jpg,RBC,202,330,11,115
2369,295.jpg,RBC,115,215,18,108
2370,295.jpg,RBC,71,171,101,191
2371,295.jpg,RBC,162,262,109,199
2372,295.jpg,RBC,106,209,189,293
2373,295.jpg,RBC,159,262,348,452
2374,295.jpg,RBC,205,308,195,299
2375,295.jpg,RBC,383,543,376,472
2376,295.jpg,WBC,334,525,169,384
2377,296.jpg,RBC,20,109,192,296
2378,296.jpg,RBC,314,423,277,371
2379,296.jpg,RBC,477,590,196,289
2380,296.jpg,RBC,488,601,303,408
2381,296.jpg,RBC,377,490,82,187
2382,296.jpg,RBC,112,207,56,148
2383,296.jpg,RBC,164,259,388,480
2384,296.jpg,RBC,397,492,366,458
2385,296.jpg,RBC,233,328,15,107
2386,296.jpg,RBC,319,428,249,343
2387,296.jpg,RBC,41,130,204,308
2388,296.jpg,WBC,118,372,141,353
2389,296.jpg,Platelets,121,166,359,404
2390,297.jpg,RBC,20,137,255,355
2391,297.jpg,RBC,116,223,329,430
2392,297.jpg,RBC,5,112,361,462
2393,297.jpg,RBC,210,321,255,388
2394,297.jpg,RBC,496,603,139,240
2395,297.jpg,RBC,551,640,1,101
2396,297.jpg,RBC,494,602,245,361
2397,297.jpg,RBC,543,640,344,467
2398,297.jpg,RBC,1,108,94,210
2399,297.jpg,RBC,131,241,1,95
2400,297.jpg,RBC,117,226,170,288
2401,297.jpg,RBC,386,494,318,458
2402,297.jpg,WBC,204,391,12,226
2403,297.jpg,Platelets,349,400,194,246
2404,297.jpg,Platelets,355,394,350,385
2405,297.jpg,Platelets,454,494,451,480
2406,298.jpg,RBC,400,511,263,350
2407,298.jpg,RBC,393,504,346,433
2408,298.jpg,RBC,332,440,45,153
2409,298.jpg,RBC,148,256,17,125
2410,298.jpg,RBC,54,146,361,450
2411,298.jpg,RBC,43,127,205,311
2412,298.jpg,RBC,325,438,153,266
2413,298.jpg,RBC,468,581,156,269
2414,298.jpg,RBC,104,196,289,378
2415,298.jpg,WBC,172,407,275,480
2416,298.jpg,Platelets,198,267,235,293
2417,298.jpg,Platelets,315,357,1,36
2418,299.jpg,RBC,405,503,331,429
2419,299.jpg,RBC,352,455,207,312
2420,299.jpg,RBC,332,410,90,193
2421,299.jpg,RBC,528,618,156,254
2422,299.jpg,RBC,509,599,317,415
2423,299.jpg,RBC,52,161,395,480
2424,299.jpg,RBC,176,277,132,213
2425,299.jpg,RBC,549,640,49,150
2426,299.jpg,RBC,473,576,249,354
2427,299.jpg,WBC,120,315,215,436
2428,3.jpg,RBC,385,523,98,198
2429,3.jpg,RBC,384,499,164,260
2430,3.jpg,RBC,101,224,120,222
2431,3.jpg,RBC,130,234,344,443
2432,3.jpg,RBC,161,254,381,480
2433,3.jpg,RBC,14,123,228,344
2434,3.jpg,RBC,306,415,293,409
2435,3.jpg,RBC,531,632,103,221
2436,3.jpg,RBC,492,593,233,347
2437,3.jpg,RBC,364,465,261,375
2438,3.jpg,RBC,264,365,60,174
2439,3.jpg,RBC,249,369,174,296
2440,3.jpg,WBC,283,567,1,106
2441,3.jpg,RBC,109,202,1,98
2442,3.jpg,RBC,135,228,66,164
2443,3.jpg,RBC,480,590,374,480
2444,30.jpg,WBC,75,224,179,315
2445,30.jpg,Platelets,440,495,283,317
2446,30.jpg,RBC,241,358,86,199
2447,30.jpg,RBC,212,293,48,142
2448,30.jpg,RBC,364,463,143,228
2449,30.jpg,RBC,424,545,137,228
2450,30.jpg,RBC,227,348,193,300
2451,30.jpg,RBC,207,328,265,372
2452,30.jpg,RBC,139,260,320,427
2453,30.jpg,RBC,256,377,365,472
2454,30.jpg,RBC,390,511,356,463
2455,30.jpg,RBC,506,624,110,196
2456,30.jpg,RBC,517,638,57,148
2457,30.jpg,RBC,421,526,8,107
2458,30.jpg,RBC,70,200,23,145
2459,30.jpg,RBC,19,129,70,186
2460,30.jpg,RBC,1,87,128,251
2461,30.jpg,RBC,1,79,194,318
2462,30.jpg,RBC,1,75,264,366
2463,30.jpg,RBC,1,75,310,412
2464,30.jpg,RBC,24,105,355,459
2465,30.jpg,RBC,11,103,423,480
2466,30.jpg,RBC,207,300,1,51
2467,30.jpg,RBC,275,365,1,74
2468,300.jpg,RBC,480,587,301,409
2469,300.jpg,RBC,204,311,82,190
2470,300.jpg,RBC,33,140,79,187
2471,300.jpg,RBC,102,233,9,140
2472,300.jpg,RBC,402,514,212,308
2473,300.jpg,RBC,9,115,359,449
2474,300.jpg,RBC,1,102,299,410
2475,300.jpg,RBC,424,526,35,122
2476,300.jpg,WBC,176,408,260,479
2477,301.jpg,RBC,379,486,136,246
2478,301.jpg,RBC,474,581,168,278
2479,301.jpg,RBC,388,495,300,410
2480,301.jpg,RBC,266,373,331,441
2481,301.jpg,RBC,201,308,361,471
2482,301.jpg,RBC,19,141,297,404
2483,301.jpg,RBC,359,495,21,124
2484,301.jpg,RBC,1,92,58,159
2485,301.jpg,RBC,219,355,33,136
2486,301.jpg,RBC,133,240,281,391
2487,301.jpg,RBC,505,612,328,438
2488,301.jpg,RBC,487,594,1,105
2489,301.jpg,RBC,11,138,406,480
2490,301.jpg,WBC,174,357,130,313
2491,302.jpg,RBC,278,366,196,291
2492,302.jpg,RBC,359,447,239,334
2493,302.jpg,RBC,523,611,110,205
2494,302.jpg,RBC,447,568,198,309
2495,302.jpg,RBC,183,304,95,206
2496,302.jpg,RBC,164,268,201,307
2497,302.jpg,RBC,191,295,1,105
2498,302.jpg,RBC,90,194,171,277
2499,302.jpg,RBC,496,600,304,410
2500,302.jpg,RBC,271,375,338,444
2501,302.jpg,RBC,157,261,370,476
2502,302.jpg,RBC,1,104,311,417
2503,302.jpg,RBC,104,208,285,391
2504,302.jpg,WBC,305,521,13,214
2505,302.jpg,Platelets,592,630,277,314
2506,303.jpg,RBC,99,217,391,471
2507,303.jpg,RBC,121,252,275,388
2508,303.jpg,RBC,106,236,19,136
2509,303.jpg,RBC,213,336,63,178
2510,303.jpg,RBC,511,623,294,410
2511,303.jpg,RBC,461,567,320,413
2512,303.jpg,RBC,400,491,339,433
2513,303.jpg,RBC,343,419,341,433
2514,303.jpg,RBC,295,375,344,443
2515,303.jpg,RBC,290,404,241,335
2516,303.jpg,RBC,429,543,187,281
2517,303.jpg,RBC,120,248,143,270
2518,303.jpg,WBC,1,81,291,450
2519,304.jpg,WBC,46,279,58,264
2520,305.jpg,RBC,73,181,30,134
2521,305.jpg,RBC,41,147,133,254
2522,305.jpg,RBC,260,366,321,442
2523,305.jpg,RBC,107,209,360,449
2524,305.jpg,RBC,146,248,372,461
2525,305.jpg,RBC,1,79,267,371
2526,305.jpg,RBC,366,458,254,350
2527,305.jpg,RBC,406,513,139,235
2528,305.jpg,RBC,431,538,1,96
2529,305.jpg,RBC,279,386,26,122
2530,305.jpg,RBC,488,600,53,162
2531,305.jpg,WBC,170,393,122,327
2532,306.jpg,RBC,314,424,316,422
2533,306.jpg,RBC,425,552,292,403
2534,306.jpg,RBC,407,539,400,480
2535,306.jpg,RBC,289,418,174,283
2536,306.jpg,RBC,139,268,60,169
2537,306.jpg,RBC,265,363,49,149
2538,306.jpg,RBC,341,442,88,180
2539,306.jpg,RBC,543,640,1,104
2540,306.jpg,RBC,543,640,118,222
2541,306.jpg,RBC,453,564,179,297
2542,306.jpg,RBC,167,278,386,480
2543,306.jpg,RBC,92,204,309,420
2544,306.jpg,RBC,86,198,202,313
2545,306.jpg,WBC,190,309,244,370
2546,306.jpg,Platelets,1,26,28,70
2547,308.jpg,RBC,81,194,18,115
2548,308.jpg,RBC,43,144,259,351
2549,308.jpg,RBC,347,448,355,447
2550,308.jpg,RBC,97,198,362,454
2551,308.jpg,RBC,195,297,167,277
2552,308.jpg,RBC,399,501,232,342
2553,308.jpg,RBC,536,638,274,384
2554,308.jpg,RBC,559,640,136,245
2555,308.jpg,RBC,66,153,136,241
2556,308.jpg,RBC,266,368,181,291
2557,308.jpg,RBC,254,356,268,378
2558,308.jpg,RBC,225,328,358,457
2559,308.jpg,WBC,285,509,30,238
2560,308.jpg,Platelets,477,523,411,440
2561,309.jpg,RBC,184,287,105,227
2562,309.jpg,RBC,75,186,85,204
2563,309.jpg,RBC,291,407,195,333
2564,309.jpg,RBC,500,609,313,417
2565,309.jpg,RBC,269,366,54,155
2566,309.jpg,RBC,128,222,1,72
2567,309.jpg,RBC,479,576,172,273
2568,309.jpg,RBC,508,626,28,143
2569,309.jpg,RBC,1,90,170,279
2570,309.jpg,RBC,415,501,322,417
2571,309.jpg,RBC,387,484,96,197
2572,309.jpg,WBC,143,340,313,480
2573,31.jpg,WBC,1,143,191,333
2574,31.jpg,RBC,123,230,249,370
2575,31.jpg,RBC,149,229,113,219
2576,31.jpg,RBC,198,278,117,223
2577,31.jpg,RBC,195,264,58,144
2578,31.jpg,RBC,291,383,270,377
2579,31.jpg,RBC,324,429,402,480
2580,31.jpg,RBC,359,464,402,480
2581,31.jpg,RBC,375,472,239,340
2582,31.jpg,RBC,457,554,191,292
2583,31.jpg,RBC,299,415,174,277
2584,31.jpg,RBC,458,556,387,480
2585,31.jpg,RBC,1,75,322,425
2586,31.jpg,RBC,1,67,63,191
2587,31.jpg,RBC,297,428,1,81
2588,31.jpg,RBC,500,597,238,339
2589,31.jpg,RBC,485,582,281,382
2590,31.jpg,RBC,473,570,338,439
2591,31.jpg,RBC,572,640,356,455
2592,31.jpg,RBC,525,640,7,148
2593,31.jpg,RBC,445,558,35,159
2594,31.jpg,Platelets,347,389,91,137
2595,31.jpg,Platelets,405,447,86,132
2596,31.jpg,Platelets,301,343,23,69
2597,31.jpg,RBC,286,396,123,229
2598,310.jpg,RBC,216,330,279,379
2599,310.jpg,RBC,117,230,345,475
2600,310.jpg,RBC,452,566,314,414
2601,310.jpg,RBC,385,499,317,417
2602,310.jpg,RBC,505,608,222,325
2603,310.jpg,RBC,488,588,179,271
2604,310.jpg,RBC,477,577,57,149
2605,310.jpg,RBC,426,526,70,162
2606,310.jpg,RBC,376,482,169,272
2607,310.jpg,RBC,1,96,179,278
2608,310.jpg,RBC,1,96,1,98
2609,310.jpg,RBC,286,382,197,296
2610,310.jpg,WBC,123,361,1,196
2611,311.jpg,RBC,20,137,314,432
2612,311.jpg,RBC,294,389,70,173
2613,311.jpg,RBC,168,291,18,112
2614,311.jpg,RBC,378,485,53,149
2615,311.jpg,RBC,357,464,383,479
2616,311.jpg,RBC,388,495,214,310
2617,311.jpg,RBC,383,490,166,262
2618,311.jpg,RBC,504,613,66,195
2619,311.jpg,RBC,108,202,28,134
2620,311.jpg,RBC,181,275,343,449
2621,311.jpg,RBC,435,550,310,414
2622,311.jpg,Platelets,346,383,313,344
2623,311.jpg,Platelets,304,340,368,406
2624,311.jpg,Platelets,70,112,91,132
2625,311.jpg,WBC,59,287,127,359
2626,312.jpg,RBC,427,533,87,181
2627,312.jpg,RBC,399,506,169,270
2628,312.jpg,RBC,429,538,1,78
2629,312.jpg,RBC,39,144,95,201
2630,312.jpg,RBC,283,401,328,435
2631,312.jpg,RBC,418,536,260,367
2632,312.jpg,RBC,1,72,168,254
2633,312.jpg,RBC,22,146,283,377
2634,312.jpg,WBC,194,385,150,349
2635,312.jpg,Platelets,500,556,189,234
2636,313.jpg,RBC,98,197,203,294
2637,313.jpg,RBC,172,271,184,275
2638,313.jpg,RBC,485,584,296,395
2639,313.jpg,RBC,534,633,138,237
2640,313.jpg,RBC,447,563,381,478
2641,313.jpg,RBC,316,432,98,195
2642,313.jpg,RBC,567,640,337,463
2643,313.jpg,WBC,78,323,275,480
2644,313.jpg,Platelets,326,367,186,217
2645,313.jpg,Platelets,339,374,213,253
2646,313.jpg,Platelets,370,406,212,247
2647,313.jpg,Platelets,269,309,294,328
2648,314.jpg,RBC,24,131,94,202
2649,314.jpg,RBC,402,525,251,358
2650,314.jpg,RBC,411,534,373,480
2651,314.jpg,RBC,538,637,1,106
2652,314.jpg,RBC,342,434,154,249
2653,314.jpg,RBC,452,559,73,172
2654,314.jpg,RBC,99,206,228,327
2655,314.jpg,RBC,36,156,239,344
2656,314.jpg,RBC,156,260,63,168
2657,314.jpg,RBC,388,476,165,250
2658,314.jpg,WBC,101,269,373,480
2659,314.jpg,WBC,180,404,215,457
2660,315.jpg,RBC,445,545,41,138
2661,315.jpg,RBC,471,571,210,307
2662,315.jpg,RBC,1,100,1,97
2663,315.jpg,RBC,3,103,130,227
2664,315.jpg,RBC,63,163,267,364
2665,315.jpg,RBC,340,454,324,423
2666,315.jpg,RBC,526,637,212,340
2667,315.jpg,RBC,256,360,257,341
2668,315.jpg,RBC,336,437,127,217
2669,315.jpg,RBC,353,454,389,480
2670,315.jpg,Platelets,187,231,427,470
2671,315.jpg,Platelets,547,582,386,417
2672,315.jpg,Platelets,77,116,230,268
2673,315.jpg,Platelets,98,143,49,85
2674,315.jpg,Platelets,259,297,1,26
2675,315.jpg,WBC,92,329,45,266
2676,316.jpg,RBC,164,297,261,364
2677,316.jpg,RBC,15,148,66,169
2678,316.jpg,RBC,13,132,234,333
2679,316.jpg,RBC,239,354,3,107
2680,316.jpg,RBC,542,640,109,214
2681,316.jpg,RBC,441,539,293,398
2682,316.jpg,RBC,273,383,198,309
2683,316.jpg,RBC,148,277,129,251
2684,316.jpg,RBC,363,466,69,160
2685,316.jpg,RBC,382,469,190,296
2686,316.jpg,WBC,250,487,343,480
2687,316.jpg,Platelets,567,619,234,277
2688,318.jpg,RBC,525,634,356,462
2689,318.jpg,RBC,432,541,339,445
2690,318.jpg,RBC,131,224,361,465
2691,318.jpg,RBC,309,428,280,401
2692,318.jpg,RBC,359,478,196,317
2693,318.jpg,RBC,390,501,1,113
2694,318.jpg,RBC,473,572,200,297
2695,318.jpg,RBC,47,154,93,204
2696,318.jpg,RBC,57,179,290,390
2697,318.jpg,RBC,206,311,279,374
